id	fin_name	eng_name	category	word_class	aaltoprod	aalto85	cslb	mcrae	vinson	cmu	w2v_fin	w2v_eng	homonym_fin	homonym_eng	COMMENT
371	0	comb	tool	noun	kampa	kampa	comb	comb	COMB_object	comb	kampa	comb			
384	korkki	cork	artifact	noun			cork	cork		cork	korkki	cork			
385	korkkiruuvi	corkscrew	tool	noun			corkscrew	corkscrew			korkki#ruuvi	corkscrew			
386	maissi	0	food	noun	maissi		corn	corn	CORN_object	corn	maissi	corn			
395	kesäkurpitsa	courgette	vegetable	noun			courgette	zucchini			kesä#kurpitsa	courgette			
397	lehmä	0	animal	noun	lehmä		cow	cow	COW_object	cow	lehmä	cow			
399	taskurapu	crab	waterlife	noun			crab	crab			tasku#rapu	crab			
402	kehto	0	furniture	noun			cradle			cradle	kehto	cradle			
404	kurki	crane	bird	noun			crane_(bird)				kurki				homonym
405	nostokurki	crane	vehicle	noun			crane_(equipment)	crane_(machine)			nosto#kurki	crane			homonym
408	rapu	crayfish	waterlife	noun			crayfish				rapu	crayfish			
409	väriliitu	0	toy	noun			crayon	crayon		crayon	väri#liitu	crayon			
413	laulukaskas	0	insect	noun			cricket			cricket	laulu#kaskas	cricket			ambiguous
414	krokotiili	crocodile	animal	noun			crocodile	crocodile		crocodile	krokotiili	crocodile			
415	varsijousi	crossbow	weapon	noun			crossbow	crossbow			varsi#jousi	crossbow			
417	sorkkarauta	crowbar	tool	noun			crowbar	crowbar	CROWBAR_object		sorkka#rauta	crowbar			
424	0	0	vegetable	noun	kurkku		cucumber	cucumber	CUCUMBER_object	cucumber	kurkku	cucumber			
425	kuppi	0	tool	noun			cup	cup		cup	kuppi	cup			
426	kaappi	0	furniture	noun			cupboard	cupboard		cupboard	kaappi	cupboard			
428	herukka	currant	fruit	noun			currant				herukka	currant			
430	sohvatyyny	cushion	furniture	noun			cushion	cushion			sohva#tyyny	cushion			
432	leikkuulauta	cutting_board	tool	noun			cutting_board				leikkuu#lauta	chopping_block			
433	symbaali	cymbal	instrument	noun			cymbal				symbaali	cymbal			
434	narsissi	daffodil	plant	noun			daffodil				narsissi	daffodil			
435	tikari	dagger	weapon	noun			dagger	dagger	DAGGER_object	dagger	tikari	dagger			
436	päivänkakkara	daisy	plant	noun			daisy			daisy	päivän#kakkara	daisy			
438	voikukka	dandelion	plant	noun			dandelion	dandelion		dandelion	voi#kukka	dandelion			
441	taateli	dates	fruit	noun			dates				taateli	dates			
444	kansituoli	deckchair	furniture	noun			deckchair				kansi#tuoli	deckchair			
445	kauris	deer	animal	noun			deer	deer		deer	kauris	deer			
453	työpöytä	desk	furniture	noun			desk	desk		desk	työ#pöytä	desk			
458	nopat	dice	toy	noun			dice				noppa	dice			
459	sanakirja	dictionary	text	noun			dictionary			dictionary	sanakirja	dictionary			ambiguous
463	jolla	dinghy	vehicle	noun			dinghy				jolla	dinghy			
469	tiskikone	dishwasher	furniture	noun			dishwasher	dishwasher			tiski#kone	dishwasher			
474	koira	dog	animal	noun	koira	koira	dog	dog	DOG_object	dog	koira	dog			
475	nukke	doll	toy	noun			doll	doll		doll	nukke	doll			
477	delfiini	dolphin	waterlife	noun			dolphin	dolphin		dolphin	delfiini	dolphin			
481	aasi	donkey	animal	noun	aasi		donkey	donkey	DONKEY_object	donkey	aasi	donkey			
483	ovenkahva	doorknob	artifact	noun			doorknob	doorknob	DOORKNOB_object		oven#kahva	doorknob			
486	donitsi	doughnut	food	noun			doughnut			doughnut	donitsi	donut			
487	kyyhky	dove	bird	noun			dove	dove			kyyhky	dove			
489	sudenkorento	dragonfly	insect	noun			dragonfly				suden#korento	dragonfly			
495	mekko	dress	clothing	noun	mekko		dress	dress	DRESS_object	dress	mekko	dress			noun & verb
496	astiakaappi	dresser	furniture	noun			dresser	dresser		dresser	astia#kaappi	dresser			
497	aamutakki	dressing gown	clothing	noun			dressing_gown				aamu#takki	dressing_gown			
498	pora	drill	tool	noun	pora	pora	drill	drill	DRILL_object		pora	drill			noun & verb
506	rumpu	drum	instrument	noun			drum	drum		drum	rumpu	drum			
507	ankka	duck	bird	noun	ankka	ankka	duck	duck	DUCK_object	duck	ankka	duck			
512	kotka	eagle	bird	noun	kotka	kotka	eagle	eagle		eagle	kotka	eagle			
513	korva	ear	bodypart	noun	korva	korva	ear		EAR_object	ear	korva	ear			
514	kuulonsuojaimet	earmuffs	accessory	noun			earmuffs	earmuffs			kuulo#suojain	earmuffs			category
522	ankerias	eel	waterlife	noun			eel	eel			ankerias	eel			
526	norsu	elephant	animal	noun	norsu		elephant	elephant	ELEPHANT_object	elephant	norsu	elephant			
529	jalava	elm	plant	noun			elm				jalava	elm			
532	emu	emu	bird	noun			emu	emu			emu	emu			
533	tietosanakirja	encyclopaedia	text	noun			encyclopaedia			encyclopedia	tieto#sanakirja	encyclopaedia			
539	kirjekuori	envelope	text	noun			envelope	envelope		envelope	kirje#kuori	envelope			
545	eukalyptus	eucalyptus	plant	noun			eucalyptus				eukalyptus	eucalyptus			
553	silmä	eye	bodypart	noun	silmä	silmä	eye		EYE_object	eye	silmä	eye			
560	jalohaukka	falcon	bird	noun			falcon	falcon			jalohaukka	falcon			
572	aita	fence	furniture	noun	aita		fence	fence	FENCE_object	fence	aita	fence			
573	saniainen	fern	plant	noun			fern				saniainen	fern			
574	autolautta	ferry	vehicle	noun			ferry				auto#lautta	ferry			
580	sormi	finger	bodypart	noun	sormi	sormi	finger		FINGER_object	finger	sormi	finger			
582	jalokuusi	fir	plant	noun			fir				jalokuusi	fir			
591	flamingo	flamingo	bird	noun			flamingo	flamingo			flamingo	flamingo			
592	flanelli	flannel	material	noun			flannel			flannel	flanelli	flannel			
595	kirppu	flea	insect	noun			flea	flea		flea	kirppu	flea			
599	varvassandaalit	flip-flops	clothing	noun			flip_flops				varvas#sandaali	flip_flops			
602	kampela	flounder	waterlife	noun			flounder				kampela	flounder			
603	jauho	flour	food	noun			flour			flour	jauho	flour			
605	huilu	flute	instrument	noun			flute	flute		flute	huilu	flute			
610	jalkaterä	foot	bodypart	noun			foot			foot	jalka#terä	foot			
611	jalkapallo	football	sport	noun			football	football		football	jalka#pallo	football			
614	haarukka	fork	tool	noun	haarukka		fork	fork	FORK_object	fork	haarukka	fork			
615	kettu	fox	animal	noun	kettu		fox	fox	FOX_object	fox	kettu	fox			
620	käyrätorvi	french horn	instrument	noun			french_horn				käyrätorvi	french_horn			
624	frisbee	frisbee	sport	noun			frisbee			frisbee	frisbee	frisbee			
625	sammakko	frog	animal	noun			frog	frog		frog	sammakko	frog			
641	valkosipuli	garlic	vegetable	noun			garlic	garlic		garlic	valko#sipuli	garlic			
643	portti	gate	furniture	noun	portti		gate	gate	GATE_object	gate	portti	gate			
647	kurjenpolvi	geranium	plant	noun			geranium				kurjen#polvi	geranium			
648	gerbiili	gerbil	animal	noun			gerbil				gerbiili	gerbil			
650	etikkakurkku	gherkin	food	noun			gherkin				etikka#kurkku	gherkin			
653	gini	gin	drink	noun			gin				gini	gin			
654	kirahvi	giraffe	animal	noun	kirahvi		giraffe	giraffe	GIRAFFE_object	giraffe	kirahvi	giraffe			
659	riippuliidin	glider	vehicle	noun			glider				riippuliidin	glider			
660	käsine	glove	clothing	noun	käsine		gloves	gloves	GLOVE_object	glove	käsine	glove			
663	liima	glue	material	noun			glue			glue	liima	glue			
665	vuohi	goat	animal	noun	vuohi		goat	goat	GOAT_object	goat	vuohi	goat			
667	suojalasit	goggles	clothing	noun			goggles				suoja#lasi	goggles			
669	kultakala	goldfish	waterlife	noun			goldfish	goldfish		goldfish	kulta#kala	goldfish			
671	gongi	gong	instrument	noun			gong				gongi	gong			
672	hanhi	goose	bird	noun			goose	goose		goose	hanhi	goose			
674	gorilla	gorilla	animal	noun			gorilla	gorilla		gorilla	gorilla	gorilla			
675	kaapu	gown	clothing	noun			gown	gown		gown	kaapu	gown			
676	viinirypäle	grape	fruit	noun	viinirypäle		grape	grape	GRAPE_object	grape	rypäle	grape			
677	greippi	grapefruit	fruit	noun	greippi		grapefruit	grapefruit	GRAPEFRUIT_object	grapefruit	greippi	grapefruit			typo in AaltoProd
680	heinäsirkka	grasshopper	insect	noun			grasshopper	grasshopper		grasshopper	heinä#sirkka	grasshopper			
681	raastin	grater	tool	noun			grater	grater			raastin	grater			
687	onnittelukortti	greeting card	text	noun			greeting_card				onnittelukortti	greeting_card			
688	kranaatti	grenade	weapon	noun			grenade	grenade			kranaatti	grenade			
698	marsu	guinea pig	animal	noun			guinea_pig				marsu	guinea_pig			
699	kitara	guitar	instrument	noun	kitara		guitar	guitar		guitar	kitara	guitar			
701	ase	gun	weapon	noun	ase		gun	gun	GUN_object	gun	ase	gun			
705	hiukset	hair	bodypart	noun	hiukset		hair		HAIR_object	hair	hius	hair			
708	kinkku	ham	food	noun			ham			ham	kinkku	ham			
710	vasara	hammer	tool	noun	vasara		hammer	hammer	HAMMER_object	hammer	vasara	hammer			noun & verb
712	hamsteri	hamster	animal	noun			hamster	hamster			hamsteri	hamster			
720	huuliharppu	harmonica	instrument	noun			harmonica	harmonica			huuli#harppu	harmonica			
721	harppu	harp	instrument	noun			harp	harp			harppu	harp			
722	harppuuna	harpoon	weapon	noun			harpoon	harpoon			harppuuna	harpoon			
723	cembalo	harpsichord	instrument	noun			harpsichord	harpsichord			cembalo	harpsichord			
725	kirves	hatchet	tool	noun			hatchet	hatchet	HATCHET_object		retki#kirves	hatchet			
726	haukka	hawk	bird	noun			hawk	hawk		hawk	haukka	hawk			
731	sydän	heart	bodypart	noun			heart			heart	sydän	heart			
733	siili	hedgehog	animal	noun			hedgehog				siili	hedgehog			
735	helikopteri	helicopter	vehicle	noun	helikopteri		helicopter	helicopter	HELICOPTER_object	helicopter	helikopteri	helicopter			
736	kypärä	helmet	accessory	noun			helmet	helmet		helmet	kypärä	helmet			
739	harmaahaikara	heron	bird	noun			heron					heron			
740	silli	herring	waterlife	noun			herring				silli	herring			
746	virtahepo	hippo	animal	noun			hippo			hippo	virta#hepo	hippo			
751	kuokka	hoe	tool	noun	kuokka		hoe	hoe	HOE_object	hoe	kuokka	hoe			noun & verb
761	koukku	hook	tool	noun			hook	hook		hook	koukku	hook			
764	herhiläinen	hornet	insect	noun			hornet	hornet			herhiläinen	hornet			
765	hevonen	horse	animal	noun	hevonen	hevonen	horse	horse	HORSE_object	horse	hevonen	horse			
766	vesiletku	hose	tool	noun			hose	hose			vesi#letku	hose			noun & verb
771	asuntolaiva	houseboat	vehicle	noun			houseboat				asunto#laiva	houseboat			
772	huonekärpänen	housefly	insect	noun			housefly	housefly			huone#kärpänen	housefly			
774	kolibri	hummingbird	bird	noun			hummingbird				kolibri	hummingbird			
778	pöytätaso	hutch	furniture	noun			hutch				pöytä#taso	hutch			
779	hyasintti	hyacinth	plant	noun			hyacinth				hyasintti	hyacinth			
781	hyeena	hyena	animal	noun			hyena	hyena		hyena	hyeena	hyena			
782	ibuprofeeni	ibuprofen	medicine	noun			ibuprofen				ibuprofeeni	ibuprofen			
784	jäätelö	ice cream	food	noun			ice_cream				jäätelö	ice_cream			
788	leguaani	iguana	animal	noun			iguana	iguana			leguaani	iguana			
806	pikkutakki	jacket	clothing	noun			jacket	jacket		jacket	pikku#takki	jacket			
808	hillo	jam	food	noun			jam			jam	hillo	jam			ambiguous meaning
809	purkki	jar	container	noun			jar	jar		jar	purkki	jar			
811	farkut	jeans	clothing	noun			jeans	jeans			farkku	jeans			
812	jeeppi	jeep	vehicle	noun			jeep	jeep		jeep	jeeppi	jeep			
813	hyytelö	jelly	food	noun			jelly			jelly	hyytelö	jelly			
814	meduusa	jellyfish	waterlife	noun			jellyfish				meduusa	jellyfish			
821	kannu	jug	container	noun			jug				kannu	jug			
823	kenguru	kangaroo	animal	noun			kangaroo			kangaroo	kenguru	kangaroo			
824	kajakki	kayak	vehicle	noun			kayak				kajakki	kayak			
827	ketsuppi	ketchup	food	noun			ketchup			ketchup	ketsuppi	ketchup			
828	teepannu	kettle	container	noun			kettle	kettle		kettle	tee#pannu	kettle			
829	avain	key	tool	noun			key	key		key	avain	key			
837	kuningaskalastaja	kingfisher	bird	noun			kingfisher				kuningaskalastaja	kingfisher			
839	keittiövaaka	kitchen_scales	tool	noun			kitchen_scales				keittiö#vaaka	kitchen_utensil			No direct translation
840	leija	kite	toy	noun			kite	kite		kite	leija	kite			
842	kiivi	kiwi	fruit	noun			kiwi_fruit				kiivi	kiwi			
845	veitsi	knife	weapon	noun	veitsi		knife	knife	KNIFE_object	knife	veitsi	knife			homonym
853	tikapuut	ladder	tool	noun			ladder			ladder	tikapuut	ladder			
854	kauha	ladle	tool	noun			ladle	ladle		ladle	kauha	ladle			
855	leppäkerttu	ladybug	insect	noun			ladybird			ladybug	leppä#kerttu	ladybug			
857	karitsa	lamb	animal	noun			lamb	lamb		lamb	karitsa	lamb			
858	valaisin	lamp	furniture	noun			lamp	lamp		lamp	valaisin	lamp			
859	land rover	land_rover	vehicle	noun			land_rover				lantikka	Land_Rover			The colloquialism for the word
861	lyhty	lantern	artifact	noun			lantern	lantern			lyhty	lantern			
870	purjo	leek	vegetable	noun			leek				purjo	leek			
871	jalka	leg	bodypart	noun	jalka	jalka	leg		LEG_object	leg	jalka	leg			
873	sitruuna	lemon	fruit	noun	sitruuna		lemon	lemon	LEMON_object	lemon	sitruuna	lemon			
874	limonadi	lemonade	drink	noun			lemonade			lemonade	limonadi	lemonade			
876	leopardi	leopard	animal	noun			leopard	leopard	LEOPARD_object	leopard	leopardi	leopard			
877	jumppapuku	leotard	clothing	noun			leotard	leotards			jumppa#puku	leotard			
879	lehtisalaatti	lettuce	vegetable	noun			lettuce	lettuce	LETTUCE_object	lettuce	lehti#salaatti	lettuce			
887	lilja	lily	plant	noun			lily				lilja	lily			
889	lime	lime	fruit	noun	lime		lime	lime	LIME_object	lime	lime	lime			
890	limusiini	limousine	vehicle	noun			limousine	limousine		limousine	limusiini	limousine			
894	leijona	lion	animal	noun	leijona	leijona	lion	lion	LION_object	lion	leijona	lion			
895	huuli	lip	bodypart	noun	huulet	huulet	lips		LIPS_object	lip	huuli	lip			
897	huulipuna	lipstick	clothing	noun			lipstick				huuli#puna	lipstick			
903	lisko	lizard	animal	noun			lizard			lizard	lisko	lizard			
904	laama	llama	animal	noun			llama				laama	llama			
907	hummeri	lobster	waterlife	noun			lobster	lobster		lobster	hummeri	lobster			
910	sirkka	locust	insect	noun			locust				sirkka	locust			
913	kuorma-auto	lorry	vehicle	noun			lorry				kuormuri	lorry			
922	viidakkoveitsi	machete	weapon	noun			machete	machete			viidakko#veitsi	machete			
923	makrilli	mackerel	waterlife	noun			mackerel	mackerel			makrilli	mackerel			
927	harakka	magpie	bird	noun			magpie				harakka	magpie			
934	mango	mango	fruit	noun			mango				mango	mango			
939	marmori	marble	material	noun			marble	marble			marmori	marble			
941	kehäkukka	marigold	plant	noun			marigold				kehä#kukka	marigold			
944	naamio	mask	clothing	noun			mask				naamio	mask			
945	ovimatto	mat	furniture	noun			mat	mat		mat	ovi#matto	mat			
948	majoneesi	mayonnaise	food	noun			mayonnaise				majoneesi	mayonnaise			
959	meloni	melon	fruit	noun			melon				meloni	melon			
960	ruokalista	menu	text	noun			menu	menu		menu	ruoka#lista	menu			
968	mikroskooppi	microscope	appliance	noun			microscope	microscope		microscope	mikroskooppi	microscope			
969	mikroaaltouuni	microwave	appliance	noun			microwave	microwave		microwave	mikroaalto#uuni	microwave			
970	maito	milk	drink	noun			milk			milk	maito	milk			
